Id,GENDER,BIRTHDATE,DEATHDATE,AGE,AGE_BAND,ADDRESS,BIRTHPLACE,CITY,COUNTY,DRIVERS,ETHNICITY,FIPS,FIRST,HEALTHCARE_COVERAGE,HEALTHCARE_EXPENSES,INCOME,LAST,LAT,LON,MAIDEN,MARITAL,MIDDLE,PASSPORT,PREFIX,RACE,SSN,STATE,SUFFIX,ZIP
46976cf7-b0bf-be20-39a5-9f425a52886d,F,1975-04-24,,49.68925394,45–54,794 Dicki Neck Unit 4,Toulouse  Occitanie  FR,Worcester,Worcester County,S99932362,nonhispanic,25027.0,Lindsay928,0.0,12408.8,95959,Zieme486,42.29589656519802,-71.86071035579968,,S,Deja232,X25859810X,Ms.,white,999-37-5783,Massachusetts,,1607
46ee9d82-b52c-856d-069b-5064ff052225,F,1937-11-20,,87.11293634,85+,925 Brown Annex,Marlborough  Massachusetts  US,Lowell,Middlesex County,S99964737,nonhispanic,25017.0,Shalanda398,1777.08,18426.48,124612,Terry864,42.62405815858057,-71.29962328132608,Terry864,M,Kelsie51,X37266349X,Mrs.,white,999-44-2741,Massachusetts,,1854
4760e5e7-fa82-b084-95cb-bb4564d42496,F,2006-02-01,,18.91307324,15–24,852 Runolfsson Lane Apt 56,Chelmsford  Massachusetts  US,Plympton,Plymouth County,S99981249,nonhispanic,,Genoveva361,0.0,10494.4,77958,Morar593,41.98891394871307,-70.83148546014188,,,Lilliam592,X12781176X,Ms.,white,999-59-3765,Massachusetts,,0
47d390c6-a1a2-1a80-dd1d-9722c7b24159,M,1973-07-07,,51.48528405,45–54,571 Hills Highlands Apt 93,Gardner  Massachusetts  US,Groveland,Essex County,S99984332,nonhispanic,,Demarcus108,0.0,12966.76,157143,Jones311,42.75571130132746,-71.05777902178957,,M,,X69374783X,Mr.,white,999-48-4421,Massachusetts,,0
4aaa0001-3832-cc52-e2f3-47aad08f4284,M,1989-12-07,,35.06639288,35–44,785 West Meadow Unit 75,Cordaville  Massachusetts  US,Lawrence,Essex County,S99970326,nonhispanic,25009.0,Marvin195,7491.56,3700.0,16471,Weissnat378,42.661351921050525,-71.19375948211975,,D,Minh326,X37893906X,Mr.,white,999-38-1206,Massachusetts,,1840
4e3a6f7b-ffb9-5478-ae0f-e03a42891892,F,1956-05-14,,68.63244353,65–74,296 Zemlak Ferry,North Scituate  Massachusetts  US,Hudson,Middlesex County,S99926658,nonhispanic,25017.0,Gerda633,471.0,16725.36,83270,Flatley871,42.37518481659668,-71.51241394395679,Trantow673,W,Mia349,X32515063X,Mrs.,white,999-15-2429,Massachusetts,,1749
4f083ce3-f12b-bb4b-7353-e17f0cd55b0a,M,1955-04-13,,69.71937029,65–74,332 Schulist Underpass,Onset  Massachusetts  US,Watertown,Middlesex County,S99975134,nonhispanic,25017.0,Ezekiel373,789.38,16265.2,141031,Walter473,42.32131597857709,-71.14289090408015,,W,Leslie90,X49753968X,Mr.,white,999-78-6352,Massachusetts,,2472
50ad813c-cbc2-47aa-eaaa-8694cbcd66c9,M,1971-12-25,,53.01848049,45–54,423 Cassin Center Apt 5,Vineyard Haven  Massachusetts  US,Agawam,Hampden County,S99922971,nonhispanic,25013.0,Randal152,8076.36,5300.0,23092,Gusikowski974,42.08870215095944,-72.63298083819818,,M,Walton167,X88930944X,Mr.,white,999-15-2028,Massachusetts,,1030
50b95daa-11fb-fb1d-f3aa-70e2d777e5ba,F,1986-08-19,,38.36824093,35–44,782 Gerhold Run Unit 18,Spencer  Massachusetts  US,Dedham,Norfolk County,S99941041,nonhispanic,25021.0,Yuk263,0.0,11192.36,62760,Aufderhar910,42.24840539947318,-71.1874771148357,Hoppe518,M,Agripina633,X88101890X,Mrs.,white,999-15-3798,Massachusetts,,2026
55133401-cd51-32bc-3046-82cb0a11d3da,M,1963-01-22,,61.94113621,55–64,746 Treutel Ferry,Douglas  Massachusetts  US,Lynn,Essex County,S99985025,nonhispanic,25009.0,Joesph309,3671.6,12023.96,25783,Blanda868,42.42307138525712,-70.94052200222924,,S,Young120,X9546323X,Mr.,white,999-94-9046,Massachusetts,,1907
5ba0a3f3-32f7-02b1-ec6a-8f568923954c,M,1955-08-29,,69.34154689,65–74,373 Rath Skyway,Northborough  Massachusetts  US,Boston,Suffolk County,S99982457,nonhispanic,25025.0,Faustino767,10522.2,6810.96,11168,Langworth352,42.392627527263805,-71.10595260610019,,M,Dominic463,X56604146X,Mr.,asian,999-72-6669,Massachusetts,,2127
5c39a9da-6fb0-3cbb-0181-add875529d46,M,1976-05-30,,48.58863792,45–54,1065 Hamill Center Suite 34,Barnstable  Massachusetts  US,Arlington,Middlesex County,S99953907,nonhispanic,25017.0,Edmond919,0.0,13770.83,60549,Ferry570,42.42077071107171,-71.13942291478861,,M,Benito209,X23962152X,Mr.,white,999-45-8329,Massachusetts,,2476
5e688e99-61b3-5c88-3f60-21df8aaced27,M,1976-11-11,,48.13689254,45–54,788 Hansen Skyway,Southwick  Massachusetts  US,Revere,Suffolk County,S99985715,nonhispanic,25025.0,Wallace647,7041.2,4550.0,22038,Effertz744,42.42585246178816,-70.94822090106521,,D,Raymond398,X6254196X,Mr.,native,999-87-5260,Massachusetts,,2151
5e7ebf2c-22ec-a89b-53ab-38edddd81be9,F,1973-07-16,,51.46064339,45–54,1071 Rau Run Suite 89,Wakefield  Massachusetts  US,Easthampton,Hampshire County,S99927501,nonhispanic,25015.0,Rosalba160,0.0,12409.6,36201,White193,42.33493367095153,-72.74444248366598,Larson43,M,,X40618642X,Mrs.,white,999-51-2537,Massachusetts,,1027
5efaa97c-4a6c-5f10-2c9c-8ffdefa57893,M,1994-12-05,,30.07255305,25–34,1042 Dickinson Orchard Unit 51,Worcester  Massachusetts  US,Amherst,Hampshire County,S99989276,nonhispanic,,Loyd638,0.0,11721.6,46339,Tromp100,42.36972069506625,-72.52918650873026,,S,Louis204,X44254746X,Mr.,white,999-58-1575,Massachusetts,,0
5fb3b9bc-eba6-e693-4e05-6bd91dbea56b,M,1942-03-23,,82.7761807,75–84,168 Murazik Terrace,Holbrook  Massachusetts  US,Quincy,Norfolk County,S99981162,nonhispanic,25021.0,Galen747,1371.82,19103.87,46761,Koelpin146,42.26048604451153,-71.02512729234769,,S,Scott935,X73083704X,Mr.,white,999-91-1975,Massachusetts,,2170
5fd603dd-1d6a-62be-0862-67ff6e3978b5,F,1965-09-15,,59.2936345,55–64,340 Braun Passage Apt 35,Mendon  Massachusetts  US,Worcester,Worcester County,S99975803,nonhispanic,25027.0,Lakesha141,8897.81,6100.53,4053,Shanahan202,42.262569851522706,-71.70588288847124,Koepp521,D,,X79546323X,Mrs.,white,999-38-2304,Massachusetts,,1608
6275db11-d13f-3576-ca29-c3f6247ac2dc,F,1973-11-08,,51.14579055,45–54,1038 Quitzon Lock Suite 18,Rockland  Massachusetts  US,Waltham,Middlesex County,S99932053,nonhispanic,25017.0,Teri144,0.0,12545.6,74220,Murphy561,42.366710676840846,-71.20453306255423,Hilpert278,M,Layne115,X70655244X,Mrs.,other,999-55-9695,Massachusetts,,2472
62f60bdb-cc5c-8305-b98b-f2b229a55eca,F,1978-04-13,,46.71868583,45–54,120 Collins Path Suite 22,Rehoboth  Massachusetts  US,Fall River,Bristol County,S99945203,nonhispanic,25005.0,Angel97,0.0,12277.78,74269,Block661,41.695915023588334,-71.14174870097861,Luettgen772,M,Rocio28,X10197544X,Mrs.,white,999-12-9859,Massachusetts,,2790
6550f07d-78c7-bd66-5faa-a6aa4604e490,M,1982-05-10,,42.64476386,35–44,520 Reynolds Grove Apt 81,Lynn  Massachusetts  US,Yarmouth,Barnstable County,S99920547,nonhispanic,,Junior695,2349.2,10600.72,26493,Cremin516,41.7202906256758,-70.25182290604654,,D,Rory188,X51306309X,Mr.,white,999-88-4335,Massachusetts,,0
6aed9210-c500-4375-b0fc-3374c40b8591,M,1993-04-22,,31.69336071,25–34,784 Strosin Hollow,Quincy  Massachusetts  US,Yarmouth,Barnstable County,S99971168,nonhispanic,,Lyman173,0.0,11734.76,42610,Runte676,41.65904472422945,-70.27041725336747,,S,,X64275540X,Mr.,white,999-77-1968,Massachusetts,,0
6bc4cd5d-0216-17a9-8192-ac2209957d3a,F,1953-04-21,,71.69609856,65–74,842 Koch Common,Lawrence  Massachusetts  US,Marblehead,Essex County,S99959768,hispanic,25009.0,Pamela954,1283.56,16595.2,232022,Waters156,42.47580526957799,-70.82787159698567,Thompson596,M,Gilma310,X43492482X,Mrs.,white,999-61-2767,Massachusetts,,1945
6e6a4d89-4709-5549-d696-94a38122b047,F,1997-10-24,,27.18685832,25–34,845 Streich View Unit 45,Gill  Massachusetts  US,Boston,Suffolk County,S99917175,nonhispanic,25025.0,Jammie261,3029.2,8283.6,27257,Gleichner915,42.37107534324914,-71.11434439247643,Gaylord332,M,Madge238,X854031X,Mrs.,white,999-17-3257,Massachusetts,,2109
6f45f2e9-a617-570a-8867-dec1260088bb,M,1967-07-17,,57.45927447,55–64,343 Feeney Terrace,Boston  Massachusetts  US,Lunenburg,Worcester County,S99996328,nonhispanic,25027.0,Carey440,0.0,14331.56,41535,Mraz590,42.63124155127892,-71.70650736593358,,W,Theo630,X11487632X,Mr.,white,999-43-6844,Massachusetts,,1462
6fbddf55-7096-b883-7cd3-260f27953080,F,1948-07-01,,76.50102669,75–84,205 Doyle Parade,Southwick  Massachusetts  US,Burlington,Middlesex County,S99980888,nonhispanic,25017.0,Clarinda196,11416.41,7404.37,18417,Hand679,42.50650523065799,-71.21144047274721,Mayert710,M,Serena400,X5171194X,Mrs.,white,999-94-1171,Massachusetts,,1730
715724a5-2018-a4ef-8f62-42ec13f9c91d,F,1941-03-13,,83.80287474,75–84,789 Weissnat Burg,Southbridge  Massachusetts  US,Wakefield,Middlesex County,S99976451,nonhispanic,25017.0,Rosella686,1753.2,18039.16,62618,Parker433,42.46288022737474,-71.03497924381752,,S,Ryan260,X11011136X,Ms.,white,999-84-8728,Massachusetts,,1880
7512bbb4-b22b-0979-6edc-389e16607ac7,F,1970-03-30,,54.75701574,45–54,256 Fritsch Pathway,Holden  Massachusetts  US,Chicopee,Hampden County,S99953773,nonhispanic,25013.0,Tamie596,1397.2,12782.32,30756,Armstrong51,42.20762223444945,-72.51757750751571,Herzog843,M,Joi660,X79301071X,Mrs.,black,999-53-5755,Massachusetts,,1013
75d6a35c-c2e1-5b9f-e7f8-6a5b05af8fc8,M,1964-02-22,,60.8569473,55–64,433 DuBuque Estate,Falmouth  Massachusetts  US,Upton,Worcester County,S99922380,nonhispanic,25027.0,Hiram237,0.0,17863.17,161960,Batz141,42.17105918362091,-71.64104395951323,,S,Abraham100,X42576994X,Mr.,white,999-44-7679,Massachusetts,,1568
76a1559f-a83a-59b9-ed07-4efd4a0f1b39,F,1993-10-18,,31.20328542,25–34,128 Strosin Well Unit 53,Boston  Massachusetts  US,Fall River,Bristol County,S99957297,nonhispanic,25005.0,Alethia102,2485.2,9895.27,27008,Denesik803,41.65519029426694,-71.13051179305559,Abernathy524,M,Beatris270,X9801019X,Mrs.,white,999-48-4172,Massachusetts,,2720
76b20010-c318-5754-8c85-983aa538522f,M,1943-02-19,,81.86447639,75–84,368 Marquardt Highlands,Charlton  Massachusetts  US,Newburyport,Essex County,S99946548,nonhispanic,25009.0,Jody426,1347.31,17973.2,878354,Hickle134,42.81308052119067,-70.83892862887681,,W,Jeffrey461,X42943164X,Mr.,white,999-62-9324,Massachusetts,,1950
7811dc30-8c86-8164-6c33-6b6f464745ef,F,1965-07-16,,59.46064339,55–64,250 Moen Underpass,Haiphong  Kiến An  VN,Boston,Suffolk County,S99940497,nonhispanic,25025.0,Mignon230,0.0,15544.32,867330,Hoeger474,42.2493184322369,-71.04883958043074,Towne435,M,,X79853396X,Mrs.,asian,999-38-9284,Massachusetts,,2151
79021b82-f370-50bb-c5a1-7333816d683f,F,1966-11-01,,58.16563997,55–64,1030 Lehner Branch,Worthington  Massachusetts  US,Malden,Middlesex County,S99986631,nonhispanic,25017.0,Evette961,0.0,14468.36,41107,Ullrich385,42.40649311093212,-71.02556291693962,Farrell962,D,,X19053513X,Mrs.,white,999-95-8494,Massachusetts,,2155
7b06ee52-df9a-8487-0be6-dff27cc7d519,F,1955-11-08,,69.14715948,65–74,285 Weissnat Park,Hamilton  Massachusetts  US,Attleboro,Bristol County,S99925497,nonhispanic,25005.0,Ressie457,1032.8,16830.72,137480,Nader710,41.90651572209241,-71.33004477600963,,S,Eneida722,X30725709X,Ms.,white,999-74-6657,Massachusetts,,2703
7bdd30f5-7598-e44a-c32c-f928becb9d5e,F,1973-07-07,,51.48528405,45–54,757 Nolan Haven Suite 44,Lowell  Massachusetts  US,Newton,Middlesex County,S99950094,nonhispanic,25017.0,Lavina533,0.0,12409.6,123819,Beier427,42.308788358946096,-71.26665082224034,Hartmann983,M,Christene303,X74694207X,Mrs.,black,999-30-7687,Massachusetts,,2460
7c913488-8c54-7aa0-a452-83dbc3ad8377,F,1963-10-20,,61.19917864,55–64,974 Langworth Station,Waltham  Massachusetts  US,Fall River,Bristol County,S99944244,nonhispanic,25005.0,Dian810,0.0,15422.76,39886,Kiehn525,41.708919287195464,-71.15822978508461,,S,Valda518,X78181520X,Ms.,white,999-65-4697,Massachusetts,,2747
7f50d0ba-ca6b-eaa7-d4f7-50dc977f2e50,F,1989-02-22,,35.85489391,35–44,537 Walsh Mission,Springfield  Massachusetts  US,Cambridge,Middlesex County,S99992578,nonhispanic,25017.0,Kerry175,469.44,10437.76,189971,Kertzmann286,42.342217069464965,-71.08808165812866,Dickens475,M,,X31952104X,Mrs.,white,999-36-3745,Massachusetts,,2140
8a378120-cbc8-8dc0-04be-44a8c807932f,F,1978-04-19,,46.70225873,45–54,1049 Luettgen Viaduct Apt 19,Medford  Massachusetts  US,Lexington,Middlesex County,S99964789,nonhispanic,25017.0,Santa373,0.0,12277.78,198861,Nikolaus26,42.42593269226924,-71.26559591289288,Gerlach374,D,,X43359763X,Mrs.,white,999-82-7326,Massachusetts,,2421
8c5fa9a2-4100-1e1c-1287-7effbfe0c0d2,F,1948-04-29,,76.67351129,75–84,685 Batz Trafficway,Malden  Massachusetts  US,Everett,Middlesex County,S99962284,nonhispanic,25017.0,Rubie803,11642.76,6920.0,18729,King743,42.44898777553662,-71.03233660443625,,S,Angle307,X24484486X,Ms.,white,999-72-6214,Massachusetts,,2149
922fb35e-148d-9e82-7e65-bfa05e3b3515,F,1985-03-28,,39.76180698,35–44,324 Reinger Highlands Apt 29,Newburyport  Massachusetts  US,Grafton,Worcester County,S99922070,nonhispanic,,Agnes294,0.0,11465.16,149894,Jakubowski832,42.2478081602492,-71.65074972716741,Muller251,M,Laree109,X55013185X,Mrs.,white,999-74-7973,Massachusetts,,0
9255b577-57ec-5114-269d-ae0e5e12f290,F,1976-05-24,,48.60506502,45–54,554 Yost Underpass Unit 38,Worcester  Massachusetts  US,Medford,Middlesex County,S99956833,nonhispanic,25017.0,Laraine204,0.0,12278.58,42139,Hane680,42.4348023516352,-71.12670436490349,Jaskolski867,D,Alpha246,X32295784X,Mrs.,white,999-38-1139,Massachusetts,MD,2155
947c82ee-1735-c9ed-8210-38cb93d8070c,F,1968-12-10,,56.05749487,55–64,350 Quigley Mill,Medfield  Massachusetts  US,Boston,Suffolk County,S99915865,nonhispanic,25025.0,Marcell728,0.0,14317.23,107995,Jaskolski867,42.27694894483813,-71.13954379177159,Hammes673,D,Augusta206,X46048620X,Mrs.,white,999-50-9740,Massachusetts,,2131
9661a432-4630-2cd9-142c-386845fae837,M,1949-07-13,,75.46885695,75–84,558 O'Connell Trafficway,Fitchburg  Massachusetts  US,Whitman,Plymouth County,S99959463,nonhispanic,,Paul232,10979.0,7310.96,22146,Tremblay80,42.04733216768621,-70.93867701050462,,M,Francisco472,X11711083X,Mr.,white,999-46-9582,Massachusetts,,0
982750f4-569b-5949-196b-60699bdda3fb,F,1987-10-09,,37.229295,35–44,864 Wisozk Skyway Suite 4,Scituate  Massachusetts  US,Lowell,Middlesex County,S99951183,nonhispanic,25017.0,Dwana281,0.0,12258.68,51919,Green467,42.66502947266086,-71.34409739443451,Schuppe920,M,Zora492,X68573465X,Mrs.,white,999-41-6411,Massachusetts,,1851
994d6249-48af-8064-c677-0fb58b1b59a8,M,2005-03-21,,19.78097194,15–24,471 Mosciski Center Apt 23,Pittsfield  Massachusetts  US,Peabody,Essex County,S99969420,nonhispanic,25009.0,Hai304,8344.4,2150.0,2326,Marvin195,42.55653926882928,-70.9789267585948,,,,X38386363X,Mr.,white,999-83-4738,Massachusetts,,1960
9dc02e0c-624b-81c6-4648-829d5074bf90,M,1994-09-04,,30.32443532,25–34,191 Greenholt Club Suite 47,Waltham  Massachusetts  US,Tewksbury,Middlesex County,S99962059,nonhispanic,,Riley817,0.0,12278.76,61531,Spinka232,42.569950313543664,-71.25030432311135,,S,Jarod376,X22590278X,Mr.,white,999-38-1204,Massachusetts,,0
a0c03c21-c7e2-54b4-175d-a01e8ba6de7b,F,1975-10-12,,49.22108145,45–54,1077 Luettgen Glen,Westford  Massachusetts  US,Belmont,Middlesex County,S99931191,nonhispanic,25017.0,Dawn804,0.0,15968.47,164361,Jenkins714,42.42513397198988,-71.15702261667204,,S,,X70398245X,Ms.,asian,999-22-1126,Massachusetts,,2478
a203c138-c1f4-67db-655a-5138756a96c7,F,1964-08-24,,60.35318275,55–64,320 Collins Terrace,Scituate  Massachusetts  US,Weymouth,Norfolk County,S99986923,nonhispanic,25021.0,Mariela993,0.0,15149.96,124477,O'Hara248,42.21746868194054,-70.96548246455204,Abernathy524,M,Alyce744,X66102840X,Mrs.,white,999-87-6157,Massachusetts,,2189
a296a2ba-b1ad-a3c5-d172-aa3dfdbcdab9,F,1984-09-23,,40.27104723,35–44,724 Nolan Camp Unit 48,Wilmington  Massachusetts  US,Brockton,Plymouth County,S99924213,nonhispanic,25023.0,Pok428,8091.11,4551.36,17562,Runolfsdottir785,42.05090474227868,-71.05907038727557,Lindgren255,M,Kerrie266,X17853681X,Mrs.,white,999-31-8127,Massachusetts,,2301
a2fb233f-60e0-b477-cd38-af3923f792a3,M,1998-09-01,,26.33264887,25–34,144 Hartmann Viaduct Apt 57,Boston  Massachusetts  US,Amesbury,Essex County,S99949284,nonhispanic,25009.0,Tanner110,3029.2,8010.8,32449,Mitchell808,42.89434519466137,-70.98429749490316,,,Amos720,X38016033X,Mr.,white,999-43-3625,Massachusetts,,1913
a56f7570-fa42-cebe-bded-330118a4268c,M,1991-09-22,,33.27583847,25–34,107 Leannon Passage Apt 66,Northampton  Massachusetts  US,Worcester,Worcester County,S99983452,nonhispanic,25027.0,Stuart913,2349.2,9386.36,32311,Price929,42.3800271451104,-71.80908497434591,,S,Issac619,X88296960X,Mr.,white,999-23-8973,Massachusetts,,1608
a7b1943e-4400-ed7b-2b1f-67b40f8f36e2,M,1979-05-26,,45.60164271,45–54,279 Pfannerstill Pathway,Boston  Massachusetts  US,Milton,Norfolk County,S99948664,nonhispanic,25021.0,Rosario163,0.0,14451.17,837723,Runolfsson901,42.22887244291295,-71.11183655990015,,M,,X46814979X,Mr.,white,999-41-4188,Massachusetts,,2186
aa616abe-1761-0c9a-7959-07544679dafd,F,2001-06-24,,23.52087611,15–24,997 Grant Row Unit 85,Hanoi  Hà Đông  VN,Peabody,Essex County,S99936486,nonhispanic,25009.0,Jona712,0.0,10767.2,81174,Robel940,42.52301776095647,-71.05524780399834,,,Bonnie873,X42855597X,Ms.,asian,999-83-4774,Massachusetts,,1960
aee7bbe1-0c45-c028-1e62-1f4cdb30c273,M,1972-06-05,,52.57221081,45–54,265 Schamberger Rapid Unit 70,New Bedford  Massachusetts  US,Whitman,Plymouth County,S99915883,nonhispanic,,Wilfredo622,0.0,13774.51,102779,Fritsch593,42.095113614046355,-70.96780531615718,,D,Isaiah615,X77243292X,Mr.,white,999-21-5544,Massachusetts,,0
b27ee48d-2590-6e78-ee68-28a31a2b37e1,M,1939-02-23,,85.85352498,85+,411 Wyman Trace,Sutton  Massachusetts  US,Springfield,Hampden County,S99963180,nonhispanic,25013.0,Rod343,1765.8,23196.23,36897,Grimes165,42.168500907886155,-72.50253754830902,,M,Pat3,X62658976X,Mr.,white,999-74-9447,Massachusetts,,1106
b329ef8d-a18b-a62f-aa37-7b5ca4504f4b,M,1984-02-06,,40.90075291,35–44,384 Breitenberg Center Suite 99,Cambridge  Massachusetts  US,Springfield,Hampden County,S99976164,nonhispanic,25013.0,Hans694,0.0,14599.09,41204,Bogisich202,42.167554305577,-72.63817312402368,,D,Orval846,X54752705X,Mr.,black,999-49-8193,Massachusetts,,1108
b6a1cac9-8873-36a7-e726-4aad8a07d44d,M,1938-06-16,,86.54346338,85+,1055 Miller Vale,Boston  Massachusetts  US,Needham,Norfolk County,S99982902,nonhispanic,25021.0,Renaldo199,13764.69,9696.43,4325,Crist667,42.26122529424496,-71.26130415300472,,M,,X61098896X,Mr.,white,999-64-3707,Massachusetts,,2492
